Account ID,Month,Service,Usage,Cost,CPU Utilization (%),Memory Usage (%),Network In (GB),Network Out (GB),Instance Hours,Instance Type,Storage Used (GB),Storage Class,Object Count,Invocation Count,Execution Time (ms),Memory Allocation (MB),Query Count,Active Connections,Idle Hours,Storage (GB),DB Engine,Pod Count,Node Count,CPU Requests (%),Memory Requests (%),Data Transfer (GB),Request Count,Read Capacity,Write Capacity,Throttling Events,Billing Mode,Read IOPS,Write IOPS,Snapshot Frequency,Volume Size (GB),Volume Type,ETL Job Runs,Data Processed (GB),Query Execution Time (ms)
ACC0001,2024-05,Lambda,2869.71,518.3,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,427.46,128.78,1024.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-05,RDS,1001.86,373.09,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,900.91,95.71,706.86,780.37,SQL Server,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-05,EKS,4776.22,1330.37,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,541.11,348.45,792.29,475.27,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-05,CloudFront,4991.46,1107.06,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,783.17,970.27,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-05,DynamoDB,1259.69,526.23,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,393.82,573.44,447.11,On-Demand,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-05,EBS,3457.03,179.38,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,324.46,779.07,69.05,801.35,gp3,0.0,0.0,0.0
ACC0001,2024-05,VPC,1852.11,620.51,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-05,CloudWatch,3822.59,1672.36,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-05,Route 53,3527.64,476.33,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-05,SNS,1854.28,417.7,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-05,SQS,3834.33,362.85,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-05,Glue,2784.29,996.59,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,913.88,218.12,0.0
ACC0001,2024-05,Redshift,4132.44,615.55,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.74,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,227.69
ACC0001,2024-06,EC2,2230.83,242.38,370.46,684.38,887.25,160.23,623.9,t3.micro,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-06,S3,934.06,266.47,0.0,0.0,0.0,0.0,0.0,N/A,487.12,Warm,873.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-06,Lambda,1941.97,863.5,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,797.96,226.48,4096.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-06,RDS,2773.19,631.9,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,846.99,568.74,896.65,845.46,Aurora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-06,EKS,273.11,88.07,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,179.61,366.39,251.27,77.82,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-06,CloudFront,2159.28,361.37,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,64.8,435.04,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-06,DynamoDB,3432.86,771.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,537.86,511.59,56.18,Provisioned,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-06,EBS,2236.91,435.63,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,988.63,513.81,613.05,409.75,gp3,0.0,0.0,0.0
ACC0001,2024-06,VPC,1097.64,77.43,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-06,CloudWatch,4441.69,1242.39,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-06,Route 53,3585.54,59.9,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-06,SNS,3983.44,1843.84,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-06,SQS,2823.51,1266.68,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-06,Glue,1796.02,148.42,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,375.72,867.08,0.0
ACC0001,2024-06,Redshift,1355.65,655.53,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.1,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,859.65
ACC0001,2024-07,EC2,3432.14,1187.97,732.07,597.76,819.85,825.19,949.29,t3.medium,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-07,S3,2185.64,157.97,0.0,0.0,0.0,0.0,0.0,N/A,314.14,Hot,493.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-07,Lambda,4650.05,840.52,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,271.11,927.36,256.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-07,RDS,4750.63,149.39,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,648.17,10.91,729.67,401.76,Aurora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-07,EKS,4167.05,1094.46,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,96.87,802.37,667.62,251.52,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
ACC0001,2024-07,CloudFront,2714.09,713.75,0.0,0.0,0.0,0.0,0.0,N/A,0.0,N/A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,466.98,686.99,0.0,0.0,0.0,N/A,0.0,0.0,0.0,0.0,N/A,0.0,0.0,0.0
